date,bitcoin,ethereum,tether,binance-coin,usd-coin,xrp,binance-usd,cardano,dogecoin,polygon,solana,polkadot,shiba-inu,litecoin,terra-luna,tron,avalanche,multi-collateral-dai,uniswap,wrapped-bitcoin,chainlink,cosmos,unus-sed-leo,ethereum-classic,monero,okb,bitcoin-cash,stellar,lido-dao,filecoin,near-protocol,crypto-com-coin,algorand,vechain,quant,internet-computer,the-graph,fantom,hedera-hashgraph,decentraland,bitcoin-bep2,aave,eos,flow,theta,frax,the-sandbox,elrond-egld,axie-infinity,tezos,trueusd,paxos-standard,chiliz,huobi-token,kucoin-token,mina,bitcoin-sv,curve-dao-token,frax-share,maker,zcash,dash,pancakeswap,iota,klaytn,ecash,gemini-dollar,neo,trust-wallet-token,synthetix-network-token,thorchain,loopring,ftx-token,gatetoken,zilliqa,convex-finance,singularitynet,enjin-coin,rocket-pool,fei-protocol,1inch,basic-attention-token,nexo,oasis-network,stacks,casper,dydx,render-token,celo,holo,arweave,kava,compound,wootrade,ravencoin,helium,decred,nem,terrausd,fetch
2022-02-15,43938.8563681484917830,3078.0349200443762066,1.0018171044371482,425.6933210179648926,1.0010997514102927,0.82737730332094036965,1.0015254747656656,1.0867171252537019,0.14947556658346787083,1.7683984973075053,101.7885147865773836,19.6080497322066013,0.000030864061416771180556,129.5409370534782058,55.7827978618314679,0.06614274742530317153,87.3903926922937732,1.0009754705200404,11.0288235508191324,43952.4441827792965994,16.6901524727816576,28.3887598959627190,6.0763471371389905,32.7959183085761397,178.9839847051470105,21.3791344454537656,337.4841848006652843,0.21671821823941065181,1.7407132022583671,21.6071361402622538,11.0714161481697762,0.49033557766914843264,0.93801943314518506764,0.05896012798129394889,129.7527319507764756,21.3257690464154969,0.46227434343018411750,2.0297072357041026,0.25745716167549279903,3.0654137443636568,43900.9870127424916149,165.8385320745709760,2.4558409285419829,7.1782599082266598,3.7591186768499315,1.0013094793854153,4.2085425127661900,194.1111307793762533,60.2552663560441404,4.0909109270687291,1.0013286638955133,1.0008261775115758,0.21529571103740170042,9.9505357348290790,20.2172286399341372,2.7618310259470908,95.7907864655043001,3.0692306236315741,25.8837071334795494,2017.9567789627197176,126.2695650245926197,108.6014830382034212,8.2789241989845004,0.87721526879196936382,1.2699137191361255,0.000084776973278353541667,0.99896907368141266000,22.2087863256775985,0.56945302703891858118,4.8341515634302394,4.3277920905072736,0.96886237758776276319,46.4756080371767389,6.8452584072254270,0.05020108872507552722,27.6725973465773560,0.12783756236667743646,1.8686833447502956,34.6053448970147541,0.99189884991215347174,1.7511981291666115,0.83885145147075638701,2.1442528362252033,0.30990850467694947667,1.5351398079998577,0.08705034708723154875,7.5218115577469188,3.0850979339364350,3.0951022625669577,0.00503880893306354229,34.1557312114042002,3.4181062041663196,132.4816675787086930,0.59065978049247010181,0.06889656737654592264,27.1119617614376793,69.1396687070372246,0.11275533319408023632,0.99675636523629616403,0.35655181685183729007
2022-02-16,44047.5938901041137554,3130.4843396393475907,1.0015542682393605,429.9743936270984024,1.0008529947661328,0.83263089190752052424,1.0010778877523591,1.0908710360517541,0.14931472610350372854,1.8189586018044618,102.1503973335034401,19.7258126952201448,0.000030724768030760138889,129.0996969099777475,56.5467350002334820,0.06639882327496351854,94.3682479637478765,1.00069125450470256493,11.1976446197187606,44050.3808876120703395,17.0381900270025548,28.4752019414975286,5.8530104219916204,32.5172556905392583,181.2042424162580510,21.4791165158151994,336.4317754335641756,0.21823951956216558611,1.8570665726446957,22.4632686580770354,11.2129510576748345,0.48580126544504763778,0.97899850363033345576,0.06024529091034749299,129.2348025183891412,21.6387741023800048,0.48848830344576857826,2.0642168457525682,0.25705721512679028132,3.2850473448299996,44016.7222309354652236,169.6004515896407388,2.5118361399447207,7.3062503426603996,3.9218198556368321,0.99908647371432332382,4.2490825144717596,191.8105837849715453,64.1921454458738406,4.0743359536784301,1.0009422996644743,1.0007186796316745,0.21863874191290011181,9.9573975044627938,20.5728217050381295,2.6796224503868997,95.4973171543736492,3.1599327785962635,26.9343279706599270,2097.8801201020894568,123.5511952091214065,110.2236362222211107,8.2341475670751848,0.89560896348909956236,1.3076190520571299,0.000085519515892649861111,1.0008186576602304,24.3600815438221448,0.56896547674617855035,4.9829097484688779,4.4054045600687621,0.96941468993747378840,46.6334406750305945,6.8401029842008307,0.05085188396742582458,28.8289451790498892,0.12572580313778409340,1.9588752632335334,34.8086751751196944,0.99509896488763027021,1.8040365283493604,0.84002752440880136625,2.1672901170320469,0.30998675332917705347,1.5453434588447065,0.08977960448207807153,7.3813073492038348,3.2032220804152164,3.0512007454411699,0.00514559688177970389,34.3738515394762740,3.6310002195324184,134.4396955888859736,0.58700029174804182590,0.06815419536361750340,26.9207399652226643,67.9829042764548101,0.11500708781385305292,0.99714903810183368333,0.36749450714681823243
2022-02-17,42705.2448862542336191,3027.7112811841877736,1.0018253954166020,419.1987940830711597,1.0011100624053617,0.80983624228956700604,1.0013521850437482,1.0610850669343631,0.14563573381015498243,1.7720766608073698,98.1893775587378805,19.0088392647653583,0.000030395465235004861111,123.6575660527559865,54.6938392034046907,0.06515307721998767993,92.5352735065210908,1.0009597917726979,10.8482919153300923,42726.4088999433526028,16.4843302877852546,29.3749515248369423,5.7467349466081913,31.1677474441557959,174.3058204702859648,20.9424522534039994,325.6777299316060548,0.21560310249100803278,1.8133734410769676,22.1689981949756820,11.0766154902040507,0.46353902579273022111,0.94390603607928597118,0.05855563031696634667,125.9586535864837818,21.1846854717996265,0.46432836214373982313,2.0184842446778741,0.25009667541379066208,3.2376898673276530,42664.7500195613745486,163.4022490271708925,2.4643014244136065,6.9596493242162226,3.7046812667680264,1.00062435074305125813,4.0035144571839164,184.9974712654135302,60.3480368902508705,3.8960668889474860,1.0010596437708265,1.0009767040205290,0.21585794690224976611,9.9422186502933490,20.5417122017072851,2.6753323459659728,91.8321740911983866,3.1189504588766724,26.1647380544765334,2050.5872670640090454,120.8830295468527239,112.8624601091890799,8.0990789295644967,0.87182230407565365854,1.2731548788027265,0.000082349737726400138889,1.0015097603282425,24.5226632266950358,0.56161217193204058410,4.8290438111463519,4.3991383987105019,0.93470353238429452299,45.4853474083530226,6.7455594475128978,0.04936751627739633611,28.3655712943030820,0.12169821599169736813,1.8691178141116160,33.5132456555250223,0.99449243422637009694,1.7527560659150035,0.80613990216386554014,2.1856346227102273,0.30154797598176918111,1.4736828721755682,0.08731102381108431208,7.0250908748907466,3.0530488489558008,2.9525021522182222,0.00503834513783194160,32.0480253709244855,3.6209095463362954,130.3477689519436615,0.56514788767696068569,0.06503460701015122778,26.1622435282182050,65.4377824785606801,0.11096532657929815875,0.99725767405430991563,0.35340958277276644035
2022-02-18,40486.0671641849518274,2865.7503523471507666,1.0025156502397418,403.4878050076865493,1.0017432783459211,0.78324350829557219576,1.0019006295492016,1.0213724188011870,0.14025412768469307340,1.6587127215757767,93.3173129509302606,18.1967194095723726,0.000028871985887268819444,117.5664737073224248,50.8429997611793559,0.06335375400523857778,86.9306426240527039,1.0014603997640627,10.4163258053762502,40501.9112299522621328,15.6358817903065815,28.0077981182610043,5.6287812402539040,29.5567475316498022,163.3435268141919914,20.0934027417691618,314.0282546115433354,0.20294944849624686083,1.7151754317116414,20.8221620620059621,10.5603455684003513,0.44218078879985015424,0.90459503177335304604,0.05478153643628203229,117.9489947281517630,19.9045366146334241,0.43109479858715671097,1.9153459849984945,0.23534845841224607188,3.0515804365975655,40418.0201682948885963,150.4236073184597115,2.3404931997348544,6.5130933722967678,3.4341699849661751,1.0021085924665635,3.7222521338252860,171.9420653805212170,56.5057645018618704,3.7148604779405982,1.0018164062163444,1.0016364158556523,0.20207484993982143326,9.7787010825830871,19.7200422262667745,2.5363179611801920,88.1970832020741298,2.9109866069178746,25.4485693795098417,1964.2781236108245870,113.5285512279348471,107.3356074740999476,7.8446368790146825,0.82249652696189388701,1.2702973548383187,0.000079295358856530833333,0.99979593639650132840,25.5726825909036396,0.53628400077500312556,4.5438881747841776,4.1085856379629592,0.90129169041968647986,43.6712389371477129,6.6314247839833407,0.04680158854935676222,27.0968907699834375,0.11670786297881350431,1.7364237835785587,31.5692594361039844,0.99387819625369320160,1.6282851354368609,0.76781770202065453542,2.1030999796452302,0.28480618342407891424,1.3764774501960060,0.08345111261926274000,6.4791490418057989,2.8275268989054441,2.8241093781102179,0.00498476302986560681,30.0242593020878698,3.4028819707664422,123.1465406381101618,0.52308782957700145986,0.06221214287543616743,25.5969806845836794,60.1858357265610691,0.10441366402830441389,0.99889936595222180931,0.33648226353517234965
2022-02-19,40151.8299192533880125,2778.5003793350024372,1.0026137926357220,401.6340106348744507,1.0017843828688744,0.80601194134471084868,1.0021352906850837,0.99915958739152407715,0.14183192241926215403,1.6163630876065825,90.9958560201303547,17.8855268876978955,0.000028090945413282500000,115.8685323730470914,51.2905752513384233,0.06391325761672515785,84.3164331994418297,1.0016883158470199,10.1510015606957573,40140.3101930670479067,15.3540595441872431,26.8900070506386629,5.6953956387217094,28.6747510154870641,161.9502536160976358,19.7450542209712962,312.2843763967486983,0.20411510254058750424,1.6291033431413300,20.8222336274579644,10.2089840566305918,0.44103568297656636778,0.89938299452811499028,0.05322676013618253146,112.0010365044365131,19.8639469938251427,0.41478186330362455375,1.8742183421374851,0.23038231337689345160,2.9251557582419468,40076.7014758179439007,146.3295152675654259,2.2991472836931964,6.2469952083071364,3.2612791377170635,1.0022902419273186,3.5364564318973798,163.3748854354725784,55.3424877499181357,3.6287380640116328,1.0018980415156054,1.0016270714011749,0.19747995942571056715,9.6650540406590168,19.7441526147889014,2.4394104965360037,87.6583005987981966,2.8093406278213962,24.0463233206168118,1902.2398789701365483,111.6087874670074369,104.5450236268291927,7.7227136755196174,0.81579343046206928354,1.2826744045873797,0.000078255410716033472222,0.99604289120273258736,25.5642003076626548,0.55337303916390248556,4.3670783743911482,4.0386649146697512,0.88878664900223849847,42.9988795500162579,6.6548014326173252,0.04620675047351545243,25.8811026362790362,0.11371109334213105729,1.6695801964892156,30.4106884280124973,0.99421582542461950556,1.5801446447725680,0.75611767119993988597,2.0023773926784420,0.26415338758439812465,1.3187687494829951,0.08303140347848938257,6.3297865644204992,2.6740926340335653,2.7353329667280126,0.00489328751588758306,28.4928361238803582,3.3828615936005743,122.3055391435597376,0.50152404263912543674,0.06109634032184316806,24.8205016874831240,58.8718288197453345,0.10267883066001214715,1.00039015034874589931,0.33298600571573727076
2022-02-20,38861.5691228575739161,2663.7560594526161673,1.0031630793840389,384.7137396385655986,1.0027648102184036,0.79172097661569427160,1.0025556742209612,0.95147295685404055993,0.13787920171962690347,1.5515589474222250,89.7806188907455293,17.1513425098300895,0.000025802678736015486111,111.4890271177523334,49.2733181103090331,0.06228327354333522604,80.4763758494302338,1.0023064829767831,9.5172194445078183,38870.3166555574935936,14.8142830142376246,26.1704177191363773,5.7785143881356194,27.7365922247836507,155.2713589446594854,19.1034660449708051,303.5531364691953800,0.19823870598803996507,1.4911641140822941,20.0308869280958738,9.5583000046896482,0.41869179118241528028,0.85973156177647464736,0.05036692180613959167,106.7843627629920202,19.0842030957980292,0.39383284500720882250,1.7590930894880518,0.22098817944346892424,2.7251515690555369,38765.4547705002288510,139.6524784309252197,2.2226766780509781,5.8464841390564317,3.0178283313847559,1.0017266145566465,3.2838838178741260,157.2119060905346194,52.1906231052199981,3.3825867944126268,1.0023771115799809,1.0018050106147319,0.18870697485491839674,9.6490342088325370,19.2348858475551365,2.3826609519755000,85.1266566999967003,2.6317398549492252,21.6704138926244247,1826.5032951101829334,107.5766212173899308,98.5364441600549821,7.4569430626417884,0.79989319344727398535,1.2677807342867264,0.000075088966470417777778,0.99971290841371490243,24.0641898545939032,0.54050701059686246368,4.1222065826052110,3.8411843333617235,0.83582914120069923924,41.3060272252618132,6.4280372670445062,0.04411453207318511438,24.1553020533235791,0.11059463294278846306,1.5616397975340069,28.9101017346868594,0.99492037956144991049,1.5097438545597831,0.72063011806301235979,1.9106512297542215,0.24849608584693151438,1.2523089019256884,0.08072711201215386090,5.9055385604844874,2.4667753629342394,2.6024186484764028,0.00464768573960060160,26.7380906566972500,3.2806391113932095,116.3756418099784296,0.44143557778317633153,0.05784554730157941535,22.9690748685332109,56.8864256816312806,0.09938224319914525451,1.0009996751693535,0.31531877687500090979
2022-02-21,38556.6029442569638674,2685.3837305174983708,1.0020290739689720,380.0797899083993393,1.0010167722637504,0.77676177736617447875,1.0014362416582633,0.94340914587193743319,0.13730233973361081472,1.5369853834653092,91.0193860903662492,17.0582719440484929,0.000026367400252991527778,111.0333576620396605,51.5669387452331418,0.06251425235225924826,78.0880742436810335,1.0009224623076228,9.3919158366819753,38557.2215995129850543,14.6820684508880185,26.1131255382790254,5.8335328201838188,27.2171320977806464,156.7881653281314958,19.0223941193682865,302.1724041934801798,0.19396913933563100132,1.3778185088170483,19.8918688682115733,9.3616568279465851,0.40869836234837035806,0.85168514348391725042,0.04935115769216013917,117.4327307689882447,18.8339050625667382,0.39804930837667693917,1.7301632099733101,0.21641291499326344118,2.7719339453679189,38504.7007391578115191,139.3687441400728900,2.2247903960087642,5.7478232383614138,2.9847889280646908,1.00009853175156532486,3.2154841475573054,159.0235042216682977,53.2654551166066446,3.2835036912140823,1.0013253652045611,1.0008328327612988,0.18766839324981536903,9.6317241002379866,19.1266390250449067,2.3888713991645234,84.8310432590099367,2.5791189084240970,21.6023118441486608,1784.3809880845103997,110.2221978419591320,96.9625317183529616,7.3725304618429520,0.78289004924109365639,1.2625506261191307,0.000074595811715839652778,1.0007809446502035,22.6179278613686091,0.51718627564729305924,4.0650275054021216,3.8035608663211111,0.82496703939573571451,41.4847326974972397,6.3148555197237610,0.04354778588645799257,23.2392517068997788,0.10958876664097724181,1.5443561241668945,27.9335114549361748,0.99562280957678272375,1.4922393672258870,0.70719625314378143465,1.9359033484384514,0.24856938216445234583,1.2286955386756270,0.08040659922775990771,5.8306301637184824,2.6175460526788621,2.5798533239183038,0.00460931688330594306,26.2162319667198627,3.1956122108037014,115.4045570030931518,0.44092445749393752667,0.05710345687305170382,23.1485172042959731,55.9313587512515342,0.09847931247030917410,1.0007819645986961,0.31009596199883385215
2022-02-22,37366.6138241037877605,2572.2104028390820558,1.0018955458254646,362.7051154003315958,0.99765413148512062507,0.69990165432542510271,1.0013343012258349,0.86095699578309467931,0.12893768795043585118,1.4190947986359643,84.3808435723941625,16.2468514073701362,0.000024329916280753055556,104.3972438191235021,51.6682653696473099,0.06112811940023680361,71.2929427868545849,0.99879624221417277729,8.6349776182231295,37330.8444956340201010,13.7062392847594114,24.0816213957235251,5.7871093103763099,25.9150463855073875,146.7655171766414741,17.4774092615735532,287.3564465217967143,0.18099399751083993333,1.6084397846519232,18.7922602587792457,8.6302089585461808,0.38592469599480529778,0.79242020935008323326,0.04585526066472978722,107.8987274369098763,17.6043074791232578,0.36809475923582917438,1.5524700619478985,0.21227846427646017785,2.5194700070292985,37419.8164800351041209,131.6368703770307117,2.1155047350108858,5.3407665556672357,2.7721922916427509,0.99692331560322158785,3.0227373345018583,149.9519122081168178,48.9381079166465495,2.9667000036286363,1.0011852594683713,1.0011773155713543,0.17192882422877499188,9.2291849266097537,18.3690471384498928,2.2014940163448988,81.7764187033172935,2.3372000133942954,19.5047335709543029,1724.5335360437413049,98.9291087927581943,89.8805308964104352,6.9559909513225928,0.72740433466001876479,1.2143637119519160,0.000069935443064363472222,0.99834877244047750597,20.1063753679597103,0.50095291160736462549,3.8451684040766693,3.5194901227805974,0.77256144969451705243,40.5368522248021735,6.1018890004781098,0.03969873302107666319,21.0086049197732105,0.10312493413732090806,1.4160364105359278,25.2225872029283005,0.99468304191469474215,1.3832878184660994,0.66218801013428990424,1.8764541444474042,0.22308320515717852472,1.1002690568622308,0.07416638778726211347,5.4492456396269600,2.3658908230586580,2.4527018154053682,0.00419922740892282854,25.1585127190541259,2.9596992684433097,108.7460029711786161,0.39884932883625099167,0.05252424073494761111,22.1341143326648695,52.3905051952645655,0.09509602078994418528,1.0025656827932007,0.27951021554264533215
2022-02-23,38204.7219647585932933,2663.8310471646334911,1.0018103098067696,375.9864223111570521,0.99849495147990777250,0.72077062102927072847,1.0013621536156173,0.91352440434980593743,0.13198635323561967694,1.5161090997857750,89.0642870684267274,16.7228173882744250,0.000025799168809483819444,108.5607791765662930,58.3213806575256248,0.06286053051876319847,77.8968760371581223,0.99948307980262801056,9.0593476703662539,38183.3213251233250624,14.1066817542790442,25.7276394234209036,6.1126251004810819,27.2245525258191072,152.4046709169176168,17.8362365860107323,297.1582582065644715,0.18801696735058497208,1.5958587092982034,19.1217663382226611,9.0535269866116643,0.40897210438231099840,0.81756530631028240722,0.04793814872619617438,114.9341386401715169,17.9987814326498014,0.37884584176400885875,1.6482231613235158,0.22947277433921313104,2.6749626846053232,38225.1483667722856252,137.5987022964366135,2.1796670288422642,5.6155791689350826,2.8635196860780510,0.99752151123344779181,3.1697851724687994,153.7549196196686999,51.2094530949120168,3.1026296433969579,1.0012411681203701,1.0011473427426393,0.17922740698544059764,9.2474108194683558,19.1312470442993957,2.2240727007831351,84.5434010159216513,2.4162818951072729,19.4434872009818058,1822.8455707402300101,103.0514087379424083,93.5255621537288504,7.0880979667695343,0.75283444031167506035,1.2561384945446331,0.000072781397005022291667,0.99799000244978192819,20.3643454866290766,0.52283081787047619167,4.0076829692989483,3.6628331117374176,0.79672300016633314285,42.1127114716055748,6.2458976247291850,0.04071893369539224417,21.2621351990313991,0.10651911488542218854,1.4682540625285098,26.3933783525634230,0.99819613186383591333,1.4431390834182823,0.68768114241600554750,1.9316027220035413,0.23399278774534190743,1.1809520913947064,0.07755527112943125104,5.5666573201898547,2.5252184735467771,2.5355716572782092,0.00436767300444778375,27.2442339427699310,3.0690586890293702,114.2530429460081578,0.42283512697464008465,0.05555911717478670069,23.2813131389426553,55.1298148550872875,0.09900820443166897361,1.0026318160965322,0.28882668320351146090
2022-02-24,36181.8402534376765685,2464.6114382426069306,1.0020122013611267,346.8019944097443772,1.0015235053130940,0.66109859195848428715,1.0018537607650595,0.80897451771660174910,0.11777047873904147118,1.3547732053595789,83.7184554940236184,15.2311810763287572,0.000022901267643582152778,98.8018810690278944,56.9231669310513154,0.05905312370449504188,70.4109372440017373,1.0013372496227278,8.2058581360339181,36179.8367280517079642,12.4481777062185865,23.3463153905992885,5.6597369768880593,25.1294207742047351,140.5955282211446063,16.4924318938718596,277.5644973558255817,0.17273149162744271708,1.4344314045014249,17.6726781342441897,8.0168930865153669,0.37332412619239238410,0.74270925499707825771,0.04226700727284246389,102.8792688209082151,15.9043151211301938,0.33211042966663390104,1.4253485573377029,0.20334393532090756090,2.4077016266874285,36134.3820602704773087,121.1111644225763510,1.9830456239837645,5.0784044481663762,2.4803434481728848,1.00059444820355324750,2.8301274347545816,132.0059661716336785,45.4727778811155038,2.7874055794759941,1.0014340412921045,1.0012971322221819,0.15673204865066146465,8.4577807299666933,17.3650741464715662,1.9137779391739062,78.6814358617637581,2.0925781804430658,18.1435063572818820,1698.5595106591261984,93.5117799002076677,83.8209902124316234,6.1191928826357890,0.66373476060345101472,1.1740090837662238,0.000067298871943343125000,0.99827926665693663396,18.6785195387495498,0.44337595163322284813,3.6041219598787578,3.2209831977347141,0.69344068014498189361,39.5694627681778102,5.9886774205695269,0.03596551045296565403,17.9093120599340695,0.09259817328209067347,1.2772159216031177,23.1630099172211589,0.99804609691013407958,1.2762123583204183,0.61291071127488443840,1.8053614200059578,0.20077430076242580299,1.0561608648511491,0.06976652078853953465,4.8194393001571840,2.2435147794882991,2.1986381439257734,0.00386760616443244340,24.4953703381181149,2.8087263564358299,102.2240898961097348,0.36902359165695227979,0.05035295747705123222,21.0840352718544993,49.4476476713447997,0.08983042723688619944,1.0028261348103807,0.24713140967392848188
